PC1,PC2,PC3,PC4,PC5,cluster
4.555816245145116,-2.1728580250209397,-1.7770089795908572,0.8635120986484225,-1.1014205137803523,-1
-0.0065609227565668,1.0632137035242135,-1.2412176671009516,0.9803209770612586,0.8688518686889003,0
2.628709990618788,0.3846489153055885,-0.3784289149949058,0.1637188000694766,0.4525876550131503,0
4.928383674123335,-2.748328445191077,1.3928493040525465,-0.6127492212502654,-0.7640820187922693,-1
1.5047381184642454,0.1581554084624969,-2.030133882469211,0.3191892067323087,0.1392708737120521,0
2.039285505181297,-2.105473013526359,-0.0497663353136471,-0.7926886201645914,-0.0869367554506229,0
0.573294253309897,0.7839187513436695,-0.5902388574275617,0.2114230947351127,0.4166896656256838,0
1.8197567729135653,-1.157465168673672,0.9089445820989218,-0.2702685899756418,0.420324916035262,0
3.121967789397974,-1.4747103342699313,1.1914945568847024,-0.3721025669103437,-0.0285848588908524,-1
3.1979273121961813,-0.4796402840801956,1.0178341250355862,-0.9734167587241758,-1.297962713716039,-1
-1.1706253379033158,1.6432303625703772,0.0883169221588996,-0.0832453957466947,0.3207615628533675,0
0.4853990563082723,-0.0534194822442217,-0.4826891277756772,0.1468947534547385,-0.0133989048564887,0
3.753149761356582,0.6689422045139265,0.6227420228385098,1.2432569757766607,-0.5171014351511749,-1
0.1042271722392075,1.282042926351438,0.5080114045594286,0.5615979504400216,-0.0118842937935807,0
2.9694632227585944,-0.4053785444386126,0.6610189448530789,-0.4755961044181627,-1.0896142518745668,-1
2.6054422546885965,0.0661035723514673,1.8874547743290817,0.0143184673610083,0.2991655679116594,-1
-0.5747579750260093,0.4573662320972961,-0.1881416220333278,-0.6415268757779484,0.3588649206731058,0
2.8405449301979053,-0.6512498150218036,0.2491090684927936,-0.176451494419477,-0.0690570376309283,-1
0.7959917980054412,1.564964108709515,-0.8194593432343736,-0.4978208074434189,0.5007169707836422,0
-0.4991637794394259,-0.9589299164371732,-0.5662353499670226,0.3414665088026984,0.261666900347628,0
0.2156340089476945,-1.339743204624772,-0.0951953024878826,-0.0745611730366143,0.2677629439960172,0
-1.3592190590867923,-1.8861082964775924,-0.2679733115663856,-0.1538499405712615,0.02720584747929,0
3.0542041601017567,-1.8454117981402167,-0.3532299742470729,1.4248359930347856,-0.5937364376607117,-1
0.8667466548427023,1.6802212262787046,-0.5281200172805823,0.1857390608114989,0.9786133307646314,0
1.8631451461669863,-0.0495134077774002,0.1217980152370304,-0.2895325268412355,0.3642310185523271,0
4.607889142936906,-2.371563353177065,0.4812750475439337,2.194448680837563,0.3415494506577626,-1
2.173788558687003,-0.5286406601019636,0.7821086190935305,0.4954793387327809,-0.2750595699884089,0
0.6902540582758961,1.0816708049759427,-0.8229789420586098,-0.0035375683543017,0.214488312761522,0
2.02729153488329,0.5515151674010681,0.8097167810802464,-0.5585732947533807,-0.2698200408373,0
0.3001877717855252,-0.1035073958192872,-1.3582575868162552,0.0578454278888208,0.2939720376771948,0
3.2647776062478804,0.7656569936950607,0.4751783947342326,0.3421131511907515,-0.0928183553309922,-1
1.5166513894245617,-1.5570395159085422,0.8816046861136734,0.4051918334588434,-0.0940379011464558,0
3.1944232098973657,-0.074407176489225,0.6812590672504621,-0.0755283195759541,0.4345968823598097,-1
1.9843979010119277,1.821984266290808,0.2613529979253821,0.0624315514671035,-0.146004188077608,0
1.4279503492274206,-0.4179939501532498,-0.3927351250554634,0.2033990905358436,-0.0452443225848232,0
1.0599465918328357,0.6274765101904771,-0.014473796556773,0.2200180764043903,-0.0014125482766621,0
0.6043940715398791,0.2736963918641011,0.3976124171594103,0.0025244146564931,-0.0872842783871759,0
-1.8811488711983384,0.3894211758307599,-0.2962100793421243,-0.4922621826324727,0.2656405832100673,0
-1.0180706901208647,1.360900709319562,0.7127274728608645,-0.6571109260220782,0.7982832792147031,0
0.3415592122180347,0.1014633896640583,0.1893784011037848,-0.6112679048953977,-0.2851907109009184,0
-1.231944636482489,0.7012739976200543,0.5618041922292814,0.5454248969806775,0.1754172288111378,0
0.8963867875250539,-1.0889114474646664,1.0046268797165878,-1.2994474202257795,0.1980809826248668,0
3.1991826271111163,1.0280386422863077,0.4978877527914284,1.3736009994380345,-0.5837896547427511,-1
0.8517930107981867,-0.4785595423907986,0.5039675295358561,-0.1009159091817805,-0.1497605113274995,0
-0.095126162092695,0.2923208572517184,0.494891453527172,-0.3656033019116008,-0.106268359347831,0
2.2352748846174464,-0.080465010365745,-1.0788525463519694,-0.1702118927773983,-0.0027740129265173,0
-1.969727674337256,-0.8549374027071684,0.5729634613893495,0.2448321752764802,-0.5240306306373999,0
1.268068210689279,-1.255828275836177,0.4736679351660726,-0.1478158158996603,0.3790996638869695,0
-0.6921128629458495,-1.009011788886372,-0.5798511668774657,-0.5473211672926481,-0.0786716545993715,0
-0.7246125468748817,0.597988477708338,0.6848805454046174,0.2788750373182237,0.1590860571184366,0
-1.8708404810952184,0.7186912386968196,0.4690285742868894,-0.4859178776343681,-0.0215352074804608,0
-2.250945598431624,0.7068361519652988,-0.9601568008410029,-0.0939941779830536,-0.3745747031436919,0
-1.5814925896611585,-0.1467940567188325,0.3797582192179593,0.804343370541506,0.1661309591819185,0
2.305606264327287,-0.4083639771970711,-0.4787590787789628,0.0307315624565562,0.5733554812643168,0
-0.7872097613000659,0.971516452770072,0.1298961802956494,-0.251114117305925,0.3579962503144628,0
-1.0349046618735065,-0.5967437890254075,0.6266516819769878,0.2911962069641768,0.4295778160248403,0
1.382815017043575,0.2093309041856639,-0.8121261532908184,0.1095613106322312,0.7134304748758362,0
1.5248438606635797,-0.411116677813328,0.5620425651130981,-0.3804572773569003,0.355150586780854,0
-1.7667063639382865,0.2746262737243491,0.3716362244031674,0.7929222412762006,0.4453429680308622,0
-1.976463487485836,-1.7613875762465088,-0.4241001549169317,-0.2586383424609051,-0.2332570569784089,0
0.4525309885255817,-3.153961762372867,1.4469234050481652,1.5901506020798066,1.317332108583798,0
-0.2051727920192143,-1.5111141526228624,1.409671725258166,-1.6139003505649403,0.5135070887722516,0
2.3271977934071844,0.0648550149775922,0.3201157002567656,-0.3002659943955317,-1.1144860504235512,-1
-0.8832436527267967,-1.643310861279511,0.5669742570644787,2.2620610232382514,-0.686955305156515,-1
0.9951037298215905,-0.1585297953619984,1.1138996173358686,-0.8091713252033441,0.1095104549459459,0
1.7232236029040762,-0.0834863246371638,0.857780972252375,-0.8545352090865689,0.3590097689525626,0
-1.000876353029173,-0.5963619751678498,1.0700868430378003,-0.9024296690874724,0.080654835428465,0
-2.029713959486703,0.4503396040403079,0.0618516777140163,-0.0970502964781109,-0.3620854660887571,0
1.9231061896856687,-1.4034716958346691,0.3224302805768545,0.120443427862312,-1.7768966529433168,-1
-1.363556319583505,-0.3691342820496319,-0.4125529168956723,-0.5263344357373186,0.3690288947319834,0
0.1854936508790616,1.516882995188768,-0.7721459886863439,-0.1312828319949059,0.2981690411606257,0
-0.0960785820168453,-1.6358401198046528,0.0927459768226257,0.018053318404525,-1.2348810569257744,-1
2.294845874584281,0.7238859868748965,0.3837423985042686,-0.3993507381486501,-0.1536419163481629,-1
-0.1070958780112408,-0.5269620812052589,-0.7309788087220396,-0.4927015449365741,-0.2888518486812154,0
-1.2732158049509688,-0.4272519647458415,-0.1878147540545939,0.0611423466451634,0.0688992204633432,0
-0.0800094043486195,0.5270849988823092,-0.273188132983695,0.3043826631592161,0.2972015896817775,0
1.2008175825721086,-3.2130237196176,-0.2948898143485242,0.3029743148277103,1.413272181997559,0
2.6270424744979666,-0.715766406708988,-0.868871404459085,0.5586577124168145,-0.2976557806994113,-1
7.483824681680747,-0.8585304428407581,0.7029345813895796,1.042744616798758,-0.7773457902406136,-1
-0.6412391080089233,-0.398622505871312,-0.0220485464734128,-0.3855352859656335,0.1335147079555909,0
-0.1511599734386926,-0.6680128119802542,0.8999226525419931,-0.7749972702019563,0.4062200037874966,0
0.9446036175391594,-1.1669218456042498,-0.3366280156344688,-0.1700874182844231,-0.3316831969624618,0
4.852990210727143,2.231320430675115,-1.3517449662072338,-0.3225227188686271,-0.6764449945264971,-1
2.676614192226869,1.2461291652432795,-0.0077223609281879,-1.791622604371978,0.2724636596976016,0
-0.6017274866338749,-1.271599716374398,0.2234739776932957,0.7379512859073585,0.430081956875168,0
1.2177216949439098,0.0298495417418594,-0.418296072036425,0.9688857207899448,0.7836939960577923,0
0.5992647029506445,0.1116489095177383,0.6087564818033369,0.7028139855536214,0.1570470652687474,0
1.2844902266171505,1.518377103018125,0.1921574342099261,0.6467210084373971,0.3442658473859662,0
-0.4307854781354092,0.1925167352461842,0.8962416882218205,0.5171102260620042,-0.1452158416723458,0
1.1385995242787268,-1.5027109138771333,-0.3065680152909685,0.1416873942760742,0.4665211468584358,0
-0.664836549310073,1.0708963087316652,0.6750133416906349,-0.182228333492447,0.3260116112936251,0
0.1636605703942761,0.9899966943159008,0.1941331231406051,-0.1188142423787965,-0.0773765498374632,0
-2.410862777736771,0.5194203299630402,-1.166886169033359,0.2183499777266788,-0.514628143727456,0
-0.7315405677259719,-0.2337732033346165,-0.1509789688665206,-0.6831869336859033,0.3768286694061302,0
1.418687980390167,-0.0166646873176352,-0.1899474158251134,-0.2843065326890576,-0.4841902441893316,0
1.6589558117181251,1.232373031121062,-0.0607588720501443,1.0979754177026655,0.5510508416524889,0
-0.654233783209641,-0.9324638831588148,0.3870943168785023,-0.1510654848036544,0.6646554965867085,0
-1.924214680658107,-0.1204137311024265,0.3662867852779579,-1.6431249258283482,0.0290108852495003,0
-1.573255886931753,-0.8534224038881771,-0.8825473062426291,0.0117451276367785,-0.3746469261521485,0
0.3062394658332712,-0.024889488223566,0.1186943561665549,0.0954418700026921,0.0324561235527173,0
-0.339837311847149,1.1097374815074386,0.7694205821599175,-0.6912491760454201,-0.0025053302637303,0
-1.0860942959355775,-2.780041686493763,0.5659584135078966,-0.7439634178577005,0.2684961483350407,0
-1.7533845960333978,0.4953406837644272,0.532381223751886,0.5169340189291544,0.0996172966212308,0
-0.3710939265047235,-0.9282909153209934,0.9306200740829138,-0.0671602839863282,-0.1962972435670219,0
-0.2656909627232542,-1.2658810851854194,1.290083515912431,0.7008313702255439,0.3997173753875157,0
2.5931766099434914,-2.111843579468965,-0.4738258102359134,-1.726238494782834,-0.0787504105742199,-1
0.0500297806671662,-1.0631699822842986,0.3165315297927919,-0.9479620252546024,0.2646036054415518,0
-1.5900331374674768,0.2501950477535059,-0.0330298443655418,-0.0022151527334799,-0.1699825025654295,0
6.784923470437839,-0.6620820147524178,-0.8859650408555405,0.3922791299657114,-0.3376163920677256,-1
-1.520774335526986,0.6236393348010464,0.3705819983799847,-0.5869123473629442,-0.4003664209361651,0
-1.144950437541388,-0.8989442222499644,0.0921175817805528,-1.0204555889667897,-0.2666846622035336,0
0.1663013019992622,0.032255123924002,0.3200868351367766,-0.4981307471425765,-0.4338362328066827,0
1.9186215346083648,1.0142693685183424,-0.7991141771266627,0.4188259732900299,-2.8924150396478514,-1
