PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,cluster
6.990335768360313,-1.336838543005637,0.8964179519915777,-1.391976995142483,1.0109165249756875,-2.4781667853643308,-1.2792987048906157,0.7383460814954391,0
-0.4617940042917234,1.106199641291328,1.008822564571356,-0.0787470346236361,0.2057610788230797,-0.9999824153953024,-0.0350383560172925,0.0256202926304007,0
3.5171894739344225,0.7324305396311005,1.0702419054357264,-0.4430809069524557,0.5114430189439356,-0.1438003083590111,0.0197363082135914,-0.4404730163858074,0
9.691833709746088,-5.754113065533401,-0.1475612361955541,0.906469162517654,1.339224131090471,0.1391918839829542,-1.110040570047671,0.4532781606893205,0
1.4953382339681,1.9114598144846748,0.4379639623017536,-1.7395264335097584,-0.6531243251197931,-1.1688846599222071,0.5377649368550503,0.1122044938768297,0
3.7797547006350896,-3.3219591729986147,0.1576782580140582,-0.263133242328429,-0.6376909721183711,-0.4841537120155899,-0.1623282438934455,0.2552690493922079,0
0.366048650729074,0.1582505099701858,1.2710742893398137,0.3078864012225389,-0.205451166567064,-0.555313017257405,0.5002393603164302,0.0250034111325739,0
2.4864602496558907,-1.6870695761646968,0.6205424400105476,-0.6184738253596838,-0.2585872115570261,1.0394208581380648,-0.993596639768578,0.0031755988145994,0
4.311115948568493,-2.8486558698957336,0.7933141842584762,0.2655886533951253,0.6164146100962683,0.4812220093485399,0.2147980529884807,-0.4902619457943715,0
8.94594021763933,-3.931414647091125,-1.8289577386740417,3.897053170495071,-1.723613450059941,-0.7939346615586443,-1.641321951593825,0.9694132594231356,0
-1.8999655508967093,0.5743612378323346,0.8514642638456434,1.268687767904649,0.0271190353776686,0.0695736060908348,-0.0534586725609004,0.2599491853441196,0
2.112268504822824,-0.8197484749610578,0.0498649265204293,0.8502361522465794,0.2815320232683572,-1.0669155059080515,-0.8166452850715353,0.1062132348384317,0
5.800559914203206,3.3770445011413317,-1.89726332628038,-0.9735935156701532,1.9205806962214051,1.2243924666058856,-1.2627072535180075,-1.474322062346798,0
-0.0867924748270046,1.9753234613158068,-0.419567221177326,0.2181209699461803,0.9076508586988614,0.739778132121986,0.7207434971135428,-0.6839125326449434,0
5.802654881671716,-2.0729241874379154,-1.0697553441742549,1.888021366442209,-0.9183861205579,-0.2221892624845158,-0.9107680332127832,-0.6803183094103062,0
4.964947262565155,-2.3604037694162248,0.5038235686907064,2.2647204358236617,0.365128910482338,0.7201089566738237,-0.2123434687663337,0.2954700210401671,0
-0.6294298501238719,-0.1361963484343317,0.8556695188152333,0.054836280448442,-0.6342909850932456,0.1021548600097317,0.5512801439766679,0.5780678629173863,0
3.7611909500207066,-1.7805647933414863,1.3454133273273352,-0.1183317715380496,-0.3274616151516005,0.150024842705155,-0.1881598136868857,0.1116961213147482,0
1.2991007398866334,1.5256990321801087,1.540223161276379,0.187848422883277,-1.08514450946507,-0.3452881755435728,0.7614575792533924,0.4868272416413649,0
-0.8160923160064139,-0.7047494734605645,0.0655827957447889,-1.0561832218290113,0.1416084416640428,-0.4454527218769845,0.7446967903892263,-0.1605961144405591,0
-0.4822982426808407,-1.5565451119857074,0.2693151426116602,-0.4760815820032114,0.3513373878013914,-0.4098720055077205,-0.2332996643469474,-0.657070639997256,0
-1.8871927705490137,-0.9118459432924134,-0.8589286462264644,-1.7517658162041876,-0.253675885093912,0.0537305139318255,0.048320222913033,-0.0279666942397434,0
5.268719874568393,-1.2544362250347152,-0.8032941534782682,-0.5560970938234239,2.2580154439783913,-1.372237026975038,0.1439465733128599,-0.7788903635830615,0
0.2733764745320636,1.284268788041353,2.188592013507351,0.3040465027903462,-0.2364609035674019,-0.1793605507206515,0.1949496400171046,0.066987312913615,0
2.6554158453840904,-0.923861467849524,2.0324796874003397,-0.278221014985226,-0.3886845868107291,0.2543592745814544,0.182507519427487,0.9542451825626432,0
5.4628949124654245,-0.8615192215904006,1.2007007243117782,-2.5658457682376334,2.6383405349915297,0.2672204500793024,-1.0813080362106458,-0.2079164097817696,0
3.9463267837395777,-2.46626596080731,0.3357213172744137,1.6327908975833905,0.7358905641079211,-0.4886399254693159,-0.5392366365635674,-0.5005312466945208,0
